,CDKQ,CHAW,CHMK,CZBH,D7BT,D7G7,KVR8,KVR9,L522,L55O
"1949",,,,2.8,,,,,,
"1950",,,,3.1,,,,,,
"1951",,,,9.1,,,,,,
"1952",,,,9.2,,,,,,
"1953",,,,3.1,,,,,,
"1954",,,,1.8,,,,,,
"1955",,,,4.5,,,,,,
"1956",,,,4.9,,,,,,
"1957",,,,3.7,,,,,,
"1958",,,,3,,,,,,
"1959",,,,0.6,,,,,,
"1960",,,,1,,,,,,
"1961",,,,3.4,,,,,,
"1962",,,,4.3,,,,,,
"1963",,,,2,,,,,,
"1964",,,,3.3,,,,,,
"1965",,,,4.8,,,,,,
"1966",,,,3.9,,,,,,
"1967",,,,2.5,,,,,,
"1968",,,,4.7,,,,,,
"1969",,,,5.4,,,,,,
"1970",,,,6.4,,,,,,
"1971",,,,9.4,,,,,,
"1972",,,,7.1,,,,,,
"1973",,,,9.2,,,,,,
"1974",,,,16,,,,,,
"1975",,,,24.2,,,,,,
"1976",16.7,,,16.5,,,,,,
"1977",15.9,,,15.8,,,,,,
"1978",8.6,,,8.3,,,,,,
"1979",12.6,,,13.4,,,,,,
"1980",16.9,,,18,,,,,,
"1981",12.2,,,11.9,,,,,,
"1982",8.5,,,8.6,,,,,,
"1983",5.2,,,4.6,,,,,,
"1984",4.5,,,5,,,,,,
"1985",5.2,,,6.1,,,,,,
"1986",3.6,,,3.4,,,,,,
"1987",3.7,101.9,101.9,4.2,,,,,,
"1988",4.6,106.9,106.6,4.9,63.5,,,,,
"1989",5.9,115.2,112.9,7.8,66.8,5.2,,,,
"1990",8.1,126.1,122.1,9.5,71.5,7,,,,
"1991",6.7,133.5,130.3,5.9,76.8,7.5,,,,
"1992",4.7,138.5,136.4,3.7,80.1,4.3,,,,
"1993",3,140.7,140.5,1.6,82.1,2.5,,,,
"1994",2.3,144.1,143.8,2.4,83.8,2,,,,
"1995",2.9,149.1,147.9,3.5,86,2.6,,,,
"1996",3,152.7,152.3,2.4,88.1,2.5,,,,
"1997",2.8,157.5,156.5,3.1,89.7,1.8,,,,
"1998",2.6,162.9,160.6,3.4,91.1,1.6,162,,,
"1999",2.3,165.4,164.3,1.5,92.3,1.3,164,1.2,,
"2000",2.1,170.3,167.7,3,93.1,0.8,168.1,2.5,,
"2001",2.1,173.3,171.3,1.8,94.2,1.2,170.6,1.5,,
"2002",2.2,176.2,175.1,1.7,95.4,1.3,172.9,1.3,,
"2003",2.8,181.3,180,2.9,96.7,1.4,177.5,2.7,,
"2004",2.2,186.7,184,3,98,1.3,182.2,2.6,,
"2005",2.3,192,188.2,2.8,100,2.1,186.7,2.5,100,
"2006",2.9,198.1,193.7,3.2,102.3,2.3,191.9,2.8,102.3,2.3
"2007",3.2,206.6,199.9,4.3,104.7,2.3,199.3,3.9,104.6,2.2
"2008",4.3,214.8,208.5,4,108.5,3.6,206.5,3.6,108.1,3.4
"2009",2,213.7,212.6,-0.5,110.8,2.2,204.6,-0.9,110.3,2
"2010",4.8,223.6,222.7,4.6,114.5,3.3,212.8,4,113.4,2.9
"2011",5.3,235.2,234.5,5.2,119.6,4.5,222.4,4.5,118,4.1
"2012",3.2,242.7,242,3.2,123,2.8,228.1,2.6,121.2,2.7
"2013",3.1,250.1,249.4,3,126.1,2.6,233.6,2.4,124.1,2.4
"1948 Q3",,,,7.6,,,,,,
"1948 Q4",,,,5.7,,,,,,
"1949 Q1",,,,3.3,,,,,,
"1949 Q2",,,,1.5,,,,,,
"1949 Q3",,,,3.1,,,,,,
"1949 Q4",,,,3.5,,,,,,
"1950 Q1",,,,3.8,,,,,,
"1950 Q2",,,,3.5,,,,,,
"1950 Q3",,,,2,,,,,,
"1950 Q4",,,,2.9,,,,,,
"1951 Q1",,,,4.5,,,,,,
"1951 Q2",,,,8.2,,,,,,
"1951 Q3",,,,11.9,,,,,,
"1951 Q4",,,,11.9,,,,,,
"1952 Q1",,,,12.3,,,,,,
"1952 Q2",,,,10.5,,,,,,
"1952 Q3",,,,7.7,,,,,,
"1952 Q4",,,,6.5,,,,,,
"1953 Q1",,,,4.6,,,,,,
"1953 Q2",,,,3.5,,,,,,
"1953 Q3",,,,2.6,,,,,,
"1953 Q4",,,,1.6,,,,,,
"1954 Q1",,,,1.1,,,,,,
"1954 Q2",,,,0.7,,,,,,
"1954 Q3",,,,2.4,,,,,,
"1954 Q4",,,,3.3,,,,,,
"1955 Q1",,,,4,,,,,,
"1955 Q2",,,,4.2,,,,,,
"1955 Q3",,,,4.1,,,,,,
"1955 Q4",,,,5.8,,,,,,
"1956 Q1",,,,5.5,,,,,,
"1956 Q2",,,,6.5,,,,,,
"1956 Q3",,,,4.6,,,,,,
"1956 Q4",,,,3.2,,,,,,
"1957 Q1",,,,3.8,,,,,,
"1957 Q2",,,,2.3,,,,,,
"1957 Q3",,,,4.1,,,,,,
"1957 Q4",,,,4.5,,,,,,
"1958 Q1",,,,3.6,,,,,,
"1958 Q2",,,,4.5,,,,,,
"1958 Q3",,,,1.9,,,,,,
"1958 Q4",,,,1.9,,,,,,
"1959 Q1",,,,2.1,,,,,,
"1959 Q2",,,,-0.3,,,,,,
"1959 Q3",,,,0.6,,,,,,
"1959 Q4",,,,0,,,,,,
"1960 Q1",,,,-0.5,,,,,,
"1960 Q2",,,,1.1,,,,,,
"1960 Q3",,,,1.5,,,,,,
"1960 Q4",,,,1.8,,,,,,
"1961 Q1",,,,2.4,,,,,,
"1961 Q2",,,,3,,,,,,
"1961 Q3",,,,4.2,,,,,,
"1961 Q4",,,,4.3,,,,,,
"1962 Q1",,,,4.7,,,,,,
"1962 Q2",,,,5.6,,,,,,
"1962 Q3",,,,3.9,,,,,,
"1962 Q4",,,,2.6,,,,,,
"1963 Q1",,,,3.1,,,,,,
"1963 Q2",,,,1.6,,,,,,
"1963 Q3",,,,1.3,,,,,,
"1963 Q4",,,,2.1,,,,,,
"1964 Q1",,,,1.5,,,,,,
"1964 Q2",,,,2.8,,,,,,
"1964 Q3",,,,4.4,,,,,,
"1964 Q4",,,,4.5,,,,,,
"1965 Q1",,,,4.5,,,,,,
"1965 Q2",,,,5.2,,,,,,
"1965 Q3",,,,4.8,,,,,,
"1965 Q4",,,,4.6,,,,,,
"1966 Q1",,,,4.4,,,,,,
"1966 Q2",,,,3.8,,,,,,
"1966 Q3",,,,3.7,,,,,,
"1966 Q4",,,,3.8,,,,,,
"1967 Q1",,,,3.6,,,,,,
"1967 Q2",,,,2.5,,,,,,
"1967 Q3",,,,1.7,,,,,,
"1967 Q4",,,,2.1,,,,,,
"1968 Q1",,,,3,,,,,,
"1968 Q2",,,,4.5,,,,,,
"1968 Q3",,,,5.6,,,,,,
"1968 Q4",,,,5.6,,,,,,
"1969 Q1",,,,6.2,,,,,,
"1969 Q2",,,,5.4,,,,,,
"1969 Q3",,,,5.1,,,,,,
"1969 Q4",,,,5.2,,,,,,
"1970 Q1",,,,5,,,,,,
"1970 Q2",,,,5.9,,,,,,
"1970 Q3",,,,6.8,,,,,,
"1970 Q4",,,,7.7,,,,,,
"1971 Q1",,,,8.6,,,,,,
"1971 Q2",,,,9.8,,,,,,
"1971 Q3",,,,10.1,,,,,,
"1971 Q4",,,,9.2,,,,,,
"1972 Q1",,,,8,,,,,,
"1972 Q2",,,,6.2,,,,,,
"1972 Q3",,,,6.5,,,,,,
"1972 Q4",,,,7.7,,,,,,
"1973 Q1",,,,7.9,,,,,,
"1973 Q2",,,,9.3,,,,,,
"1973 Q3",,,,9.2,,,,,,
"1973 Q4",,,,10.3,,,,,,
"1974 Q1",,,,12.9,,,,,,
"1974 Q2",,,,15.9,,,,,,
"1974 Q3",,,,17,,,,,,
"1974 Q4",,,,18.2,,,,,,
"1975 Q1",,,,20.3,,,,,,
"1975 Q2",,,,24.3,,,,,,
"1975 Q3",,,,26.6,,,,,,
"1975 Q4",,,,25.3,,,,,,
"1976 Q1",22.8,,,22.5,,,,,,
"1976 Q2",16.2,,,16,,,,,,
"1976 Q3",13.8,,,13.7,,,,,,
"1976 Q4",14.9,,,14.9,,,,,,
"1977 Q1",16.3,,,16.5,,,,,,
"1977 Q2",17.3,,,17.4,,,,,,
"1977 Q3",16.7,,,16.6,,,,,,
"1977 Q4",13.5,,,13.1,,,,,,
"1978 Q1",10.2,,,9.5,,,,,,
"1978 Q2",8.3,,,7.7,,,,,,
"1978 Q3",8,,,7.9,,,,,,
"1978 Q4",7.9,,,8.1,,,,,,
"1979 Q1",8.7,,,9.6,,,,,,
"1979 Q2",9.5,,,10.6,,,,,,
"1979 Q3",15.2,,,16,,,,,,
"1979 Q4",16.6,,,17.3,,,,,,
"1980 Q1",17.9,,,19.1,,,,,,
"1980 Q2",20.5,,,21.6,,,,,,
"1980 Q3",15.3,,,16.4,,,,,,
"1980 Q4",14.2,,,15.3,,,,,,
"1981 Q1",12.8,,,12.7,,,,,,
"1981 Q2",12.1,,,11.7,,,,,,
"1981 Q3",11.8,,,11.3,,,,,,
"1981 Q4",12.1,,,11.9,,,,,,
"1982 Q1",10.7,,,11.1,,,,,,
"1982 Q2",9,,,9.4,,,,,,
"1982 Q3",7.8,,,8,,,,,,
"1982 Q4",6.7,,,6.2,,,,,,
"1983 Q1",6.3,,,4.9,,,,,,
"1983 Q2",4.6,,,3.8,,,,,,
"1983 Q3",5,,,4.6,,,,,,
"1983 Q4",4.9,,,5,,,,,,
"1984 Q1",4.5,,,5.1,,,,,,
"1984 Q2",4.9,,,5.1,,,,,,
"1984 Q3",4.2,,,4.7,,,,,,
"1984 Q4",4.1,,,4.8,,,,,,
"1985 Q1",4.8,,,5.5,,,,,,
"1985 Q2",5.3,,,7,,,,,,
"1985 Q3",5.4,,,6.3,,,,,,
"1985 Q4",5.2,,,5.5,,,,,,
"1986 Q1",4.6,,,4.9,,,,,,
"1986 Q2",3.3,,,2.8,,,,,,
"1986 Q3",3.3,,,2.6,,,,,,
"1986 Q4",3.3,,,3.4,,,,,,
"1987 Q1",3.7,100.3,100.3,3.9,,,,,,
"1987 Q2",3.6,101.9,101.9,4.2,,,,,,
"1987 Q3",3.6,102.1,102.2,4.3,,,,,,
"1987 Q4",3.9,103.2,103.3,4.1,,,,,,
"1988 Q1",3.7,103.7,104,3.4,62.1,,,,,
"1988 Q2",4.4,106.2,106.4,4.2,63.4,,,,,
"1988 Q3",5.1,107.7,107.4,5.5,63.8,,,,,
"1988 Q4",5.1,109.9,108.6,6.5,64.6,,,,,
"1989 Q1",5.7,111.7,109.9,7.7,65.2,5,,,,
"1989 Q2",6,114.9,112.8,8.2,66.7,5.3,,,,
"1989 Q3",5.8,116,113.6,7.7,67.1,5.1,,,,
"1989 Q4",6.1,118.3,115.2,7.6,68.2,5.5,,,,
"1990 Q1",6.2,120.4,116.7,7.8,69,5.9,,,,
"1990 Q2",8.1,126,121.9,9.6,71.2,6.7,,,,
"1990 Q3",8.9,128.1,123.7,10.4,72.2,7.6,,,,
"1990 Q4",9.3,130.1,125.9,10,73.5,7.9,,,,
"1991 Q1",8.5,130.8,126.6,8.7,73.8,7,,,,
"1991 Q2",6.7,133.6,130.1,6,77.1,8.4,,,,
"1991 Q3",6.2,134.2,131.4,4.8,77.7,7.7,,,,
"1991 Q4",5.6,135.5,133,4.2,78.7,7,,,,
"1992 Q1",5.7,136.2,133.8,4.1,79,7,,,,
"1992 Q2",5.3,139.1,137,4.2,80.4,4.3,,,,
"1992 Q3",4.3,139,137,3.6,80.3,3.3,,,,
"1992 Q4",3.7,139.6,137.9,3.1,80.8,2.7,,,,
"1993 Q1",3.4,138.7,138.3,1.8,80.9,2.4,,,,
"1993 Q2",2.8,140.9,140.9,1.3,82.4,2.4,,,,
"1993 Q3",3.1,141.3,141.2,1.6,82.5,2.8,,,,
"1993 Q4",2.7,141.8,141.6,1.6,82.7,2.4,,,,
"1994 Q1",2.7,142,142,2.4,82.8,2.5,,,,
"1994 Q2",2.4,144.5,144.3,2.6,84,2,,,,
"1994 Q3",2.2,144.6,144.3,2.3,84,1.7,,,,
"1994 Q4",2.3,145.5,144.8,2.6,84.2,1.8,,,,
"1995 Q1",2.7,146.8,145.9,3.4,84.9,2.5,,,,
"1995 Q2",2.7,149.5,148.2,3.4,86.1,2.4,,,,
"1995 Q3",2.9,149.9,148.5,3.7,86.3,2.8,,,,
"1995 Q4",2.9,150.1,149,3.2,86.7,2.9,,,,
"1996 Q1",2.9,150.9,150.1,2.8,87.2,2.7,,,,
"1996 Q2",2.8,152.8,152.4,2.2,88.2,2.4,,,,
"1996 Q3",2.9,153.1,152.8,2.1,88.3,2.3,,,,
"1996 Q4",3.2,154,153.8,2.6,88.8,2.5,,,,
"1997 Q1",2.9,154.9,154.4,2.7,88.8,1.9,,,,
"1997 Q2",2.6,156.9,156.3,2.6,89.6,1.6,156.6,,,
"1997 Q3",2.8,158.4,157.1,3.5,89.9,1.9,158,,,
"1997 Q4",2.8,159.7,158.1,3.7,90.4,1.8,159.3,,,
"1998 Q1",2.6,160.2,158.4,3.4,90.2,1.6,159.5,,,
"1998 Q2",2.9,163.2,160.9,4,91.3,1.8,162.2,3.6,,
"1998 Q3",2.5,163.7,161.1,3.3,91.2,1.4,162.7,3,,
"1998 Q4",2.5,164.4,162.1,3,91.7,1.4,163.4,2.6,,
"1999 Q1",2.5,163.7,162.4,2.2,91.6,1.6,162.5,1.9,,
"1999 Q2",2.3,165.5,164.6,1.4,92.6,1.4,164.1,1.2,,
"1999 Q3",2.2,165.6,164.6,1.2,92.3,1.2,164.1,0.9,,
"1999 Q4",2.2,166.8,165.6,1.5,92.8,1.1,165.3,1.2,,
"2000 Q1",2.1,167.5,165.8,2.3,92.4,0.8,165.7,2,,
"2000 Q2",2.1,170.6,168,3.1,93.1,0.6,168.5,2.7,,
"2000 Q3",2.1,170.9,168.1,3.2,93.1,0.8,168.6,2.7,,
"2000 Q4",2.1,172,169.1,3.1,93.6,1,169.6,2.6,,
"2001 Q1",1.9,171.8,168.9,2.6,93.1,0.9,169.2,2.1,,
"2001 Q2",2.3,173.9,171.8,1.9,94.5,1.5,171.2,1.6,,
"2001 Q3",2.4,174,172.1,1.8,94.5,1.5,171.2,1.5,,
"2001 Q4",2,173.8,172.4,1,94.6,1,170.9,0.8,,
"2002 Q1",2.4,173.9,172.9,1.2,94.6,1.5,170.8,0.9,,
"2002 Q2",1.9,176,175,1.2,95.4,0.9,172.8,0.9,,
"2002 Q3",2,176.6,175.5,1.5,95.5,1,173.3,1.2,,
"2002 Q4",2.6,178.2,176.9,2.5,96,1.5,174.8,2.3,,
"2003 Q1",2.9,179.2,177.9,3,96,1.5,175.6,2.8,,
"2003 Q2",2.9,181.3,180.1,3,96.6,1.3,177.5,2.7,,
"2003 Q3",2.8,181.8,180.5,2.9,96.8,1.4,177.8,2.6,,
"2003 Q4",2.6,182.9,181.5,2.6,97.3,1.3,178.9,2.3,,
"2004 Q1",2.3,183.8,182,2.6,97.2,1.3,179.6,2.3,,
"2004 Q2",2.2,186.3,184,2.8,98,1.4,181.9,2.5,,
"2004 Q3",2.1,187.4,184.3,3.1,98,1.3,182.8,2.8,,
"2004 Q4",2.3,189.2,185.6,3.4,98.7,1.4,184.4,3.1,,
"2005 Q1",2.2,189.7,186,3.2,98.9,1.7,184.7,2.8,99,
"2005 Q2",2.2,191.9,188.1,3,99.9,2,186.7,2.6,99.9,
"2005 Q3",2.4,192.6,188.7,2.8,100.4,2.4,187.3,2.5,100.3,
"2005 Q4",2.3,193.7,189.8,2.4,100.8,2.1,188.2,2.1,100.8,
"2006 Q1",2.2,194.2,190.1,2.4,100.8,1.9,188.4,2,100.8,1.9
"2006 Q2",2.8,197.6,193.4,3,102.1,2.3,191.5,2.6,102.1,2.2
"2006 Q3",3.2,199.3,194.8,3.5,102.8,2.4,192.9,3,102.7,2.4
"2006 Q4",3.5,201.4,196.4,4,103.6,2.7,194.8,3.5,103.4,2.6
"2007 Q1",3.7,203,197.2,4.5,103.7,2.9,196.2,4.1,103.6,2.7
"2007 Q2",3.4,206.3,200,4.4,104.8,2.6,199.1,4,104.6,2.5
"2007 Q3",2.7,207.1,200.1,3.9,104.6,1.8,199.8,3.6,104.5,1.8
"2007 Q4",3.1,209.8,202.5,4.2,105.7,2.1,202.3,3.9,105.5,2
"2008 Q1",3.5,211.1,204.1,4,106.2,2.4,203.2,3.6,106,2.3
"2008 Q2",4.4,215.3,208.8,4.4,108.3,3.4,206.9,3.9,107.9,3.2
"2008 Q3",5.3,217.4,210.8,5,109.7,4.8,208.8,4.5,109.2,4.5
"2008 Q4",3.8,215.5,210.2,2.7,109.8,3.9,207,2.3,109.3,3.6
"2009 Q1",2.4,210.9,209,-0.1,109.4,3,202.3,-0.4,109,2.8
"2009 Q2",1.4,212.6,211.8,-1.3,110.6,2.1,203.5,-1.6,110,2
"2009 Q3",1.3,214.4,213.6,-1.4,111.3,1.5,205.1,-1.8,110.7,1.3
"2009 Q4",2.8,216.9,216,0.6,112.1,2.1,207.4,0.2,111.3,1.8
"2010 Q1",4.5,219.3,218.5,4,112.9,3.3,209.3,3.5,112.1,2.8
"2010 Q2",5.1,223.5,222.7,5.1,114.4,3.5,212.8,4.6,113.3,3
"2010 Q3",4.7,224.5,223.6,4.7,114.7,3.1,213.4,4,113.6,2.7
"2010 Q4",4.7,227,226.1,4.7,115.9,3.4,215.7,4,114.7,3
"2011 Q1",5.3,230.9,230.1,5.3,117.6,4.1,218.9,4.6,116.2,3.7
"2011 Q2",5.2,234.9,234.2,5.1,119.4,4.4,222.1,4.4,117.8,4
"2011 Q3",5.3,236.2,235.5,5.2,120.1,4.7,223.1,4.5,118.5,4.3
"2011 Q4",5.3,238.6,238,5.1,121.3,4.6,225.2,4.4,119.6,4.3
"2012 Q1",3.8,239.6,238.9,3.8,121.7,3.5,225.6,3.1,120,3.3
"2012 Q2",3.2,242.2,241.6,3.1,122.7,2.8,227.6,2.5,120.9,2.6
"2012 Q3",2.9,243.1,242.4,2.9,123,2.4,228.3,2.3,121.3,2.3
"2012 Q4",3,246,245.2,3.1,124.5,2.7,230.8,2.5,122.6,2.5
"2013 Q1",3.3,247.4,246.7,3.3,125.1,2.8,231.6,2.7,123.1,2.6
"2013 Q2",3.1,249.7,249,3.1,126,2.7,233.3,2.5,123.9,2.5
"2013 Q3",3.2,250.9,250.2,3.2,126.4,2.7,234.1,2.5,124.3,2.5
"2013 Q4",2.7,252.5,251.8,2.6,127.1,2.1,235.4,2,125,2
"2014 Q1",2.7,253.9,253.3,2.6,127.2,1.7,236.1,1.9,125.1,1.7
"2014 Q2",2.6,256,255.5,2.5,128.1,1.7,237.6,1.8,125.9,1.6
"1948 JUN",,,,9.7,,,,,,
"1948 JUL",,,,7.2,,,,,,
"1948 AUG",,,,7.9,,,,,,
"1948 SEP",,,,7.6,,,,,,
"1948 OCT",,,,7,,,,,,
"1948 NOV",,,,5.1,,,,,,
"1948 DEC",,,,4.9,,,,,,
"1949 JAN",,,,4.6,,,,,,
"1949 FEB",,,,2.9,,,,,,
"1949 MAR",,,,2.3,,,,,,
"1949 APR",,,,0.6,,,,,,
"1949 MAY",,,,2.6,,,,,,
"1949 JUN",,,,1.3,,,,,,
"1949 JUL",,,,3,,,,,,
"1949 AUG",,,,3.1,,,,,,
"1949 SEP",,,,3.2,,,,,,
"1949 OCT",,,,3.6,,,,,,
"1949 NOV",,,,3.3,,,,,,
"1949 DEC",,,,3.5,,,,,,
"1950 JAN",,,,3.6,,,,,,
"1950 FEB",,,,3.7,,,,,,
"1950 MAR",,,,4.2,,,,,,
"1950 APR",,,,4.9,,,,,,
"1950 MAY",,,,3.3,,,,,,
"1950 JUN",,,,2.3,,,,,,
"1950 JUL",,,,2.2,,,,,,
"1950 AUG",,,,1.7,,,,,,
"1950 SEP",,,,2,,,,,,
"1950 OCT",,,,2.5,,,,,,
"1950 NOV",,,,2.9,,,,,,
"1950 DEC",,,,3.2,,,,,,
"1951 JAN",,,,3.9,,,,,,
"1951 FEB",,,,4.6,,,,,,
"1951 MAR",,,,5,,,,,,
"1951 APR",,,,6.3,,,,,,
"1951 MAY",,,,8.7,,,,,,
"1951 JUN",,,,9.6,,,,,,
"1951 JUL",,,,11.3,,,,,,
"1951 AUG",,,,12.2,,,,,,
"1951 SEP",,,,12.3,,,,,,
"1951 OCT",,,,11.9,,,,,,
"1951 NOV",,,,11.9,,,,,,
"1951 DEC",,,,12,,,,,,
"1952 JAN",,,,13,,,,,,
"1952 FEB",,,,12,,,,,,
"1952 MAR",,,,11.8,,,,,,
"1952 APR",,,,11.8,,,,,,
"1952 MAY",,,,9.1,,,,,,
"1952 JUN",,,,10.6,,,,,,
"1952 JUL",,,,8.8,,,,,,
"1952 AUG",,,,7.6,,,,,,
"1952 SEP",,,,6.7,,,,,,
"1952 OCT",,,,6.9,,,,,,
"1952 NOV",,,,6.3,,,,,,
"1952 DEC",,,,6.4,,,,,,
"1953 JAN",,,,4.4,,,,,,
"1953 FEB",,,,4.6,,,,,,
"1953 MAR",,,,4.8,,,,,,
"1953 APR",,,,4.1,,,,,,
"1953 MAY",,,,3.7,,,,,,
"1953 JUN",,,,2.6,,,,,,
"1953 JUL",,,,2.7,,,,,,
"1953 AUG",,,,2.6,,,,,,
"1953 SEP",,,,2.6,,,,,,
"1953 OCT",,,,1.7,,,,,,
"1953 NOV",,,,2.1,,,,,,
"1953 DEC",,,,1.1,,,,,,
"1954 JAN",,,,1.3,,,,,,
"1954 FEB",,,,0.9,,,,,,
"1954 MAR",,,,1.1,,,,,,
"1954 APR",,,,0.6,,,,,,
"1954 MAY",,,,0.7,,,,,,
"1954 JUN",,,,0.7,,,,,,
"1954 JUL",,,,2.3,,,,,,
"1954 AUG",,,,2.4,,,,,,
"1954 SEP",,,,2.4,,,,,,
"1954 OCT",,,,2.8,,,,,,
"1954 NOV",,,,3,,,,,,
"1954 DEC",,,,4,,,,,,
"1955 JAN",,,,4.2,,,,,,
"1955 FEB",,,,4.4,,,,,,
"1955 MAR",,,,3.4,,,,,,
"1955 APR",,,,3.6,,,,,,
"1955 MAY",,,,3.7,,,,,,
"1955 JUN",,,,5.2,,,,,,
"1955 JUL",,,,3.8,,,,,,
"1955 AUG",,,,3.8,,,,,,
"1955 SEP",,,,4.6,,,,,,
"1955 OCT",,,,5.2,,,,,,
"1955 NOV",,,,6.4,,,,,,
"1955 DEC",,,,5.8,,,,,,
"1956 JAN",,,,5.1,,,,,,
"1956 FEB",,,,5.1,,,,,,
"1956 MAR",,,,6.4,,,,,,
"1956 APR",,,,7.3,,,,,,
"1956 MAY",,,,7.3,,,,,,
"1956 JUN",,,,5,,,,,,
"1956 JUL",,,,4.3,,,,,,
"1956 AUG",,,,5.2,,,,,,
"1956 SEP",,,,4.4,,,,,,
